time,center_bubbles_px,nivel_x,nivel_y,nivel_t,temperature,watch_indicator
07:45.3,None,NaN,NaN,NaN,24.6875,None
07:46.0,None,NaN,NaN,NaN,24.6875,None
07:46.7,None,NaN,NaN,NaN,24.6875,None
07:47.4,None,NaN,NaN,NaN,24.6875,None
07:48.1,None,NaN,NaN,NaN,24.6875,None
07:48.9,None,NaN,NaN,NaN,24.6875,None
07:49.6,None,NaN,NaN,NaN,24.6875,None
07:50.3,None,NaN,NaN,NaN,24.6875,None
07:51.0,None,NaN,NaN,NaN,24.6875,None
07:51.7,None,NaN,NaN,NaN,24.6875,None
07:52.5,None,NaN,NaN,NaN,24.6875,None
07:53.2,None,NaN,NaN,NaN,24.6875,None
07:53.9,None,NaN,NaN,NaN,24.6875,None
07:54.6,None,NaN,NaN,NaN,24.6875,None
07:55.3,None,NaN,NaN,NaN,24.625,None
07:56.0,None,NaN,NaN,NaN,24.6875,None
07:56.8,None,NaN,NaN,NaN,24.6875,None
07:57.5,None,NaN,NaN,NaN,24.6875,None
07:58.2,None,NaN,NaN,NaN,24.6875,None
07:58.9,None,NaN,NaN,NaN,24.75,None
07:59.7,None,NaN,NaN,NaN,24.6875,None
08:00.4,None,NaN,NaN,NaN,24.6875,None
08:01.1,None,NaN,NaN,NaN,24.6875,None
08:01.8,None,NaN,NaN,NaN,24.6875,None
08:02.5,None,NaN,NaN,NaN,24.6875,None
08:03.3,None,NaN,NaN,NaN,24.6875,None
08:04.0,None,NaN,NaN,NaN,24.75,None
08:04.7,None,NaN,NaN,NaN,24.75,None
08:05.5,None,NaN,NaN,NaN,24.6875,None
08:06.2,None,NaN,NaN,NaN,24.75,None
08:06.9,None,NaN,NaN,NaN,24.75,None
08:07.6,None,NaN,NaN,NaN,24.75,None
08:08.4,None,NaN,NaN,NaN,24.75,None
08:09.1,349,NaN,NaN,NaN,24.6875,None
08:09.8,None,NaN,NaN,NaN,24.6875,None
08:10.5,None,NaN,NaN,NaN,24.75,None
08:11.3,None,NaN,NaN,NaN,24.75,None
08:12.0,362,NaN,NaN,NaN,24.75,None
08:12.7,362.5,NaN,NaN,NaN,24.75,None
08:13.4,None,NaN,NaN,NaN,24.75,None
08:14.1,301.5,NaN,NaN,NaN,24.75,None
08:14.9,301.5,NaN,NaN,NaN,24.75,None
08:15.6,301.5,NaN,NaN,NaN,24.75,None
08:16.3,300,NaN,NaN,NaN,24.75,None
08:17.0,301,NaN,NaN,NaN,24.75,None
08:17.8,299.5,NaN,NaN,NaN,24.75,None
08:18.5,299,NaN,NaN,NaN,24.75,None
08:19.2,298.5,NaN,NaN,NaN,24.6875,None
08:19.9,379,NaN,NaN,NaN,24.75,None
08:20.7,365.5,NaN,NaN,NaN,24.8125,None
08:21.4,364.5,NaN,NaN,NaN,24.75,None
08:22.1,347,NaN,NaN,NaN,24.75,None
08:22.8,306.5,NaN,NaN,NaN,24.75,None
08:23.6,308,NaN,NaN,NaN,24.8125,None
08:24.3,305,NaN,NaN,NaN,24.75,None
08:25.0,340.5,NaN,NaN,NaN,24.75,None
08:25.7,346,NaN,NaN,NaN,24.75,None
08:26.5,377.5,NaN,NaN,NaN,24.75,None
