time,center_bubbles_px,nivel_x,nivel_y,nivel_t,temperature,watch_indicator
17:37.6,None,NaN,NaN,NaN,24.8125,None
17:38.6,None,NaN,NaN,NaN,24.8125,None
17:39.6,358.5,NaN,NaN,NaN,24.8125,None
17:40.7,358.5,NaN,NaN,NaN,24.8125,None
17:41.6,355,NaN,NaN,NaN,24.8125,None
17:42.6,359,NaN,NaN,NaN,24.8125,None
17:43.6,360.5,NaN,NaN,NaN,24.8125,None
17:44.7,315,NaN,NaN,NaN,24.875,None
17:45.6,355,NaN,NaN,NaN,24.875,None
17:46.6,349.5,NaN,NaN,NaN,24.8125,None
17:47.6,350,NaN,NaN,NaN,24.8125,None
17:48.7,362.5,NaN,NaN,NaN,24.875,None
17:49.7,356.5,NaN,NaN,NaN,24.8125,None
17:50.6,364,NaN,NaN,NaN,24.8125,None
17:51.8,365.5,NaN,NaN,NaN,24.8125,None
17:52.7,365,NaN,NaN,NaN,24.875,None
17:53.7,363,NaN,NaN,NaN,24.875,None
17:54.6,363,NaN,NaN,NaN,24.8125,None
17:55.6,362.5,NaN,NaN,NaN,24.8125,None
17:56.7,363,NaN,NaN,NaN,24.875,None
17:57.7,364.5,NaN,NaN,NaN,24.875,None
17:58.6,364,NaN,NaN,NaN,24.875,None
17:59.6,365.5,NaN,NaN,NaN,24.875,None
18:00.6,365,NaN,NaN,NaN,24.8125,None
18:01.7,367,NaN,NaN,NaN,24.875,None
18:02.7,None,NaN,NaN,NaN,24.875,None
18:03.6,None,NaN,NaN,NaN,24.8125,None
18:04.6,None,NaN,NaN,NaN,24.875,None
18:05.6,None,NaN,NaN,NaN,24.875,None
18:06.7,None,NaN,NaN,NaN,24.875,None
18:07.6,None,NaN,NaN,NaN,24.875,None
18:08.6,None,NaN,NaN,NaN,24.875,None
18:09.6,None,NaN,NaN,NaN,24.875,None
18:10.7,None,NaN,NaN,NaN,24.875,None
18:11.6,None,NaN,NaN,NaN,24.8125,None
18:12.6,None,NaN,NaN,NaN,24.875,None
18:13.6,None,NaN,NaN,NaN,24.875,None
18:14.7,None,NaN,NaN,NaN,24.875,None
18:15.6,None,NaN,NaN,NaN,24.875,None
18:16.6,None,NaN,NaN,NaN,24.875,None
18:17.6,None,NaN,NaN,NaN,24.875,None
18:18.7,None,NaN,NaN,NaN,24.875,None
18:19.7,None,NaN,NaN,NaN,24.875,None
18:20.6,None,NaN,NaN,NaN,24.875,None
18:21.6,None,NaN,NaN,NaN,24.875,None
18:22.7,None,NaN,NaN,NaN,24.875,None
18:23.7,None,NaN,NaN,NaN,24.875,None
18:24.6,None,NaN,NaN,NaN,24.9375,None
18:25.6,None,NaN,NaN,NaN,24.875,None
18:26.7,None,NaN,NaN,NaN,24.875,None
18:27.7,None,NaN,NaN,NaN,24.9375,None
18:28.6,None,NaN,NaN,NaN,24.9375,None
18:29.6,None,NaN,NaN,NaN,24.875,None
18:30.6,None,NaN,NaN,NaN,24.875,None
18:31.7,None,NaN,NaN,NaN,24.875,None
18:32.7,None,NaN,NaN,NaN,24.9375,None
18:33.6,None,NaN,NaN,NaN,24.875,None
18:34.6,None,NaN,NaN,NaN,24.875,None
18:35.7,None,NaN,NaN,NaN,24.9375,None
18:36.7,None,NaN,NaN,NaN,24.875,None
18:37.6,None,NaN,NaN,NaN,24.9375,None
18:38.6,None,NaN,NaN,NaN,24.875,None
18:39.6,None,NaN,NaN,NaN,24.875,None
18:40.7,None,NaN,NaN,NaN,24.9375,None
18:41.6,None,NaN,NaN,NaN,24.9375,None
18:42.6,None,NaN,NaN,NaN,24.9375,None
18:43.6,None,NaN,NaN,NaN,24.9375,None
18:44.7,None,NaN,NaN,NaN,24.9375,None
18:45.7,None,NaN,NaN,NaN,24.9375,None
18:46.6,None,NaN,NaN,NaN,24.9375,None
18:47.7,None,NaN,NaN,NaN,24.875,None
18:48.7,None,NaN,NaN,NaN,24.875,None
18:49.7,None,NaN,NaN,NaN,24.875,None
18:50.6,None,NaN,NaN,NaN,24.875,None
18:51.6,None,NaN,NaN,NaN,24.9375,None
18:52.7,None,NaN,NaN,NaN,24.9375,None
18:53.7,None,NaN,NaN,NaN,24.9375,None
18:54.6,None,NaN,NaN,NaN,24.9375,None
18:55.6,None,NaN,NaN,NaN,24.9375,None
18:56.7,None,NaN,NaN,NaN,24.9375,None
18:57.7,None,NaN,NaN,NaN,24.9375,None
18:58.6,None,NaN,NaN,NaN,24.9375,None
18:59.6,None,NaN,NaN,NaN,24.9375,None
19:00.6,None,NaN,NaN,NaN,24.9375,None
19:01.6,None,NaN,NaN,NaN,24.9375,None
19:02.7,None,NaN,NaN,NaN,24.9375,None
19:03.6,None,NaN,NaN,NaN,24.9375,None
19:04.7,None,NaN,NaN,NaN,24.9375,None
19:05.7,None,NaN,NaN,NaN,25,None
19:06.7,None,NaN,NaN,NaN,24.9375,None
19:07.6,None,NaN,NaN,NaN,25,None
19:08.6,None,NaN,NaN,NaN,24.9375,None
19:09.6,None,NaN,NaN,NaN,24.9375,None
19:10.7,None,NaN,NaN,NaN,25,None
19:11.6,None,NaN,NaN,NaN,25,None
19:12.6,None,NaN,NaN,NaN,25,None
19:13.6,None,NaN,NaN,NaN,25,None
19:14.7,None,NaN,NaN,NaN,25,None
19:15.7,None,NaN,NaN,NaN,25,None
19:16.6,None,NaN,NaN,NaN,25,None
19:17.6,None,NaN,NaN,NaN,25,None
19:18.7,None,NaN,NaN,NaN,25,None
19:19.7,None,NaN,NaN,NaN,24.9375,None
19:20.6,None,NaN,NaN,NaN,24.9375,None
19:21.6,None,NaN,NaN,NaN,24.9375,None
19:22.6,None,NaN,NaN,NaN,24.9375,None
19:23.7,None,NaN,NaN,NaN,25,None
19:24.6,None,NaN,NaN,NaN,24.9375,None
19:25.6,None,NaN,NaN,NaN,25,None
19:26.6,None,NaN,NaN,NaN,24.9375,None
19:27.7,None,NaN,NaN,NaN,25,None
19:28.7,None,NaN,NaN,NaN,24.9375,None
19:29.6,None,NaN,NaN,NaN,25,None
19:30.6,None,NaN,NaN,NaN,24.9375,None
19:31.7,None,NaN,NaN,NaN,24.9375,None
19:32.7,None,NaN,NaN,NaN,25,None
19:33.6,None,NaN,NaN,NaN,25,None
19:34.6,None,NaN,NaN,NaN,25,None
19:35.7,None,NaN,NaN,NaN,25,None
19:36.7,None,NaN,NaN,NaN,24.9375,None
19:37.6,None,NaN,NaN,NaN,24.9375,None
19:38.6,None,NaN,NaN,NaN,25,None
19:39.7,None,NaN,NaN,NaN,25,None
19:40.7,None,NaN,NaN,NaN,25,None
19:41.7,None,NaN,NaN,NaN,25,None
19:42.6,None,NaN,NaN,NaN,25,None
19:43.6,None,NaN,NaN,NaN,25,None
19:44.7,None,NaN,NaN,NaN,25,None
19:45.7,None,NaN,NaN,NaN,25,None
19:46.6,None,NaN,NaN,NaN,25,None
19:47.6,None,NaN,NaN,NaN,25,None
19:48.7,None,NaN,NaN,NaN,25.0625,None
19:49.7,None,NaN,NaN,NaN,25.0625,None
19:50.6,None,NaN,NaN,NaN,25.0625,None
19:51.6,None,NaN,NaN,NaN,25.0625,None
19:52.7,None,NaN,NaN,NaN,25,None
19:53.7,None,NaN,NaN,NaN,25,None
19:54.7,None,NaN,NaN,NaN,25,None
19:55.6,None,NaN,NaN,NaN,25.0625,None
19:56.6,None,NaN,NaN,NaN,25,None
19:57.7,None,NaN,NaN,NaN,25.0625,None
19:58.6,None,NaN,NaN,NaN,25,None
19:59.6,None,NaN,NaN,NaN,25,None
20:00.6,None,NaN,NaN,NaN,25,None
20:01.7,None,NaN,NaN,NaN,25,None
20:02.7,None,NaN,NaN,NaN,25.0625,None
20:03.6,None,NaN,NaN,NaN,25,None
20:04.6,None,NaN,NaN,NaN,25.0625,None
20:05.7,None,NaN,NaN,NaN,25.0625,None
20:06.7,None,NaN,NaN,NaN,25.0625,None
20:07.6,None,NaN,NaN,NaN,25.0625,None
20:08.6,None,NaN,NaN,NaN,25.0625,None
20:09.7,None,NaN,NaN,NaN,25,None
20:10.7,None,NaN,NaN,NaN,25.0625,None
20:11.7,None,NaN,NaN,NaN,25.0625,None
20:12.6,None,NaN,NaN,NaN,25.0625,None
20:13.6,None,NaN,NaN,NaN,25.0625,None
20:14.7,None,NaN,NaN,NaN,25.0625,None
20:15.7,None,NaN,NaN,NaN,25.0625,None
20:16.7,None,NaN,NaN,NaN,25.0625,None
20:17.6,None,NaN,NaN,NaN,25.0625,None
20:18.7,None,NaN,NaN,NaN,25.0625,None
20:19.7,None,NaN,NaN,NaN,25.0625,None
20:20.6,None,NaN,NaN,NaN,25.0625,None
20:21.6,None,NaN,NaN,NaN,25.0625,None
20:22.7,None,NaN,NaN,NaN,25.0625,None
20:23.7,None,NaN,NaN,NaN,25.0625,None
20:24.7,None,NaN,NaN,NaN,25.0625,None
20:25.7,None,NaN,NaN,NaN,25.0625,None
20:26.6,None,NaN,NaN,NaN,25.0625,None
20:27.7,None,NaN,NaN,NaN,25.125,None
20:28.7,None,NaN,NaN,NaN,25.0625,None
20:29.6,None,NaN,NaN,NaN,25.0625,None
20:30.6,None,NaN,NaN,NaN,25.0625,None
20:31.7,None,NaN,NaN,NaN,25.0625,None
20:32.7,None,NaN,NaN,NaN,25.0625,None
20:33.6,None,NaN,NaN,NaN,25.0625,None
20:34.6,None,NaN,NaN,NaN,25.0625,None
20:35.7,None,NaN,NaN,NaN,25.0625,None
20:36.7,None,NaN,NaN,NaN,25.0625,None
20:37.7,None,NaN,NaN,NaN,25.0625,None
20:38.6,None,NaN,NaN,NaN,25.0625,None
20:39.7,None,NaN,NaN,NaN,25.0625,None
20:40.7,None,NaN,NaN,NaN,25.0625,None
20:41.7,None,NaN,NaN,NaN,25.0625,None
20:42.7,None,NaN,NaN,NaN,25.0625,None
20:43.6,None,NaN,NaN,NaN,25.0625,None
20:44.7,None,NaN,NaN,NaN,25.0625,None
20:45.7,None,NaN,NaN,NaN,25.0625,None
20:46.6,None,NaN,NaN,NaN,25.0625,None
20:47.7,None,NaN,NaN,NaN,25.125,None
20:48.7,None,NaN,NaN,NaN,25.0625,None
20:49.7,None,NaN,NaN,NaN,25.0625,None
20:50.7,None,NaN,NaN,NaN,25.125,None
20:51.6,None,NaN,NaN,NaN,25.125,None
20:52.7,None,NaN,NaN,NaN,25.125,None
20:53.7,None,NaN,NaN,NaN,25.125,None
20:54.7,None,NaN,NaN,NaN,25.125,None
20:55.6,None,NaN,NaN,NaN,25.0625,None
20:56.7,None,NaN,NaN,NaN,25.125,None
20:57.7,None,NaN,NaN,NaN,25.0625,None
20:58.7,None,NaN,NaN,NaN,25.125,None
20:59.6,None,NaN,NaN,NaN,25.125,None
21:00.7,None,NaN,NaN,NaN,25.125,None
21:01.7,None,NaN,NaN,NaN,25.125,None
21:02.7,None,NaN,NaN,NaN,25.125,None
21:03.6,None,NaN,NaN,NaN,25.125,None
21:04.6,None,NaN,NaN,NaN,25.125,None
21:05.7,None,NaN,NaN,NaN,25.125,None
21:06.7,None,NaN,NaN,NaN,25.125,None
21:07.7,None,NaN,NaN,NaN,25.125,None
21:08.7,None,NaN,NaN,NaN,25.125,None
21:09.7,None,NaN,NaN,NaN,25.125,None
21:10.7,None,NaN,NaN,NaN,25.125,None
21:11.7,None,NaN,NaN,NaN,25.125,None
21:12.6,None,NaN,NaN,NaN,25.125,None
21:13.7,None,NaN,NaN,NaN,25.125,None
21:14.7,None,NaN,NaN,NaN,25.125,None
21:15.7,None,NaN,NaN,NaN,25.125,None
21:16.6,None,NaN,NaN,NaN,25.125,None
21:17.7,None,NaN,NaN,NaN,25.125,None
21:18.7,None,NaN,NaN,NaN,25.125,None
21:19.7,None,NaN,NaN,NaN,25.125,None
21:20.7,None,NaN,NaN,NaN,25.125,None
21:21.6,None,NaN,NaN,NaN,25.125,None
21:22.7,None,NaN,NaN,NaN,25.125,None
21:23.7,None,NaN,NaN,NaN,25.125,None
21:24.7,None,NaN,NaN,NaN,25.125,None
21:25.6,None,NaN,NaN,NaN,25.1875,None
21:26.7,None,NaN,NaN,NaN,25.125,None
21:27.7,None,NaN,NaN,NaN,25.125,None
21:28.7,None,NaN,NaN,NaN,25.125,None
21:29.6,None,NaN,NaN,NaN,25.125,None
21:30.7,None,NaN,NaN,NaN,25.125,None
21:31.7,None,NaN,NaN,NaN,25.1875,None
21:32.7,None,NaN,NaN,NaN,25.1875,None
21:33.7,None,NaN,NaN,NaN,25.125,None
21:34.7,None,NaN,NaN,NaN,25.1875,None
21:35.7,None,NaN,NaN,NaN,25.125,None
21:36.7,None,NaN,NaN,NaN,25.125,None
21:37.7,None,NaN,NaN,NaN,25.1875,None
21:38.7,None,NaN,NaN,NaN,25.1875,None
21:39.7,None,NaN,NaN,NaN,25.1875,None
21:40.7,None,NaN,NaN,NaN,25.1875,None
21:41.7,None,NaN,NaN,NaN,25.1875,None
21:42.6,None,NaN,NaN,NaN,25.1875,None
21:43.7,None,NaN,NaN,NaN,25.125,None
21:44.7,None,NaN,NaN,NaN,25.1875,None
21:45.7,None,NaN,NaN,NaN,25.1875,None
21:46.7,None,NaN,NaN,NaN,25.1875,None
21:47.7,None,NaN,NaN,NaN,25.1875,None
21:48.7,None,NaN,NaN,NaN,25.1875,None
21:49.7,None,NaN,NaN,NaN,25.1875,None
21:50.7,None,NaN,NaN,NaN,25.1875,None
21:51.6,None,NaN,NaN,NaN,25.1875,None
21:52.7,None,NaN,NaN,NaN,25.1875,None
21:53.7,None,NaN,NaN,NaN,25.1875,None
21:54.7,None,NaN,NaN,NaN,25.1875,None
21:55.6,None,NaN,NaN,NaN,25.1875,None
21:56.7,None,NaN,NaN,NaN,25.1875,None
21:57.7,None,NaN,NaN,NaN,25.1875,None
21:58.6,None,NaN,NaN,NaN,25.1875,None
21:59.6,None,NaN,NaN,NaN,25.1875,None
22:00.7,None,NaN,NaN,NaN,25.1875,None
22:01.7,None,NaN,NaN,NaN,25.1875,None
22:02.7,None,NaN,NaN,NaN,25.25,None
22:03.7,None,NaN,NaN,NaN,25.25,None
22:04.7,None,NaN,NaN,NaN,25.1875,None
22:05.7,None,NaN,NaN,NaN,25.25,None
22:06.7,None,NaN,NaN,NaN,25.1875,None
22:07.7,None,NaN,NaN,NaN,25.1875,None
22:08.6,None,NaN,NaN,NaN,25.1875,None
22:09.7,None,NaN,NaN,NaN,25.25,None
22:10.7,None,NaN,NaN,NaN,25.25,None
22:11.7,None,NaN,NaN,NaN,25.25,None
22:12.6,None,NaN,NaN,NaN,25.1875,None
22:13.7,None,NaN,NaN,NaN,25.1875,None
22:14.7,None,NaN,NaN,NaN,25.25,None
22:15.7,None,NaN,NaN,NaN,25.25,None
22:16.7,None,NaN,NaN,NaN,25.25,None
22:17.7,None,NaN,NaN,NaN,25.25,None
22:18.7,None,NaN,NaN,NaN,25.25,None
22:19.7,None,NaN,NaN,NaN,25.25,None
22:20.7,None,NaN,NaN,NaN,25.25,None
22:21.7,None,NaN,NaN,NaN,25.1875,None
22:22.7,None,NaN,NaN,NaN,25.25,None
22:23.7,None,NaN,NaN,NaN,25.25,None
22:24.7,None,NaN,NaN,NaN,25.25,None
22:25.6,None,NaN,NaN,NaN,25.25,None
22:26.7,None,NaN,NaN,NaN,25.25,None
22:27.7,None,NaN,NaN,NaN,25.25,None
22:28.7,None,NaN,NaN,NaN,25.25,None
22:29.7,None,NaN,NaN,NaN,25.25,None
22:30.7,None,NaN,NaN,NaN,25.25,None
22:31.7,None,NaN,NaN,NaN,25.25,None
22:32.7,None,NaN,NaN,NaN,25.25,None
22:33.7,None,NaN,NaN,NaN,25.25,None
22:34.7,None,NaN,NaN,NaN,25.25,None
22:35.7,None,NaN,NaN,NaN,25.25,None
22:36.7,None,NaN,NaN,NaN,25.25,None
22:37.7,None,NaN,NaN,NaN,25.25,None
22:38.7,None,NaN,NaN,NaN,25.25,None
22:39.7,None,NaN,NaN,NaN,25.25,None
22:40.7,None,NaN,NaN,NaN,25.25,None
22:41.8,None,NaN,NaN,NaN,25.25,None
22:42.8,None,NaN,NaN,NaN,25.25,None
22:43.7,None,NaN,NaN,NaN,25.25,None
22:44.7,None,NaN,NaN,NaN,25.25,None
22:45.7,None,NaN,NaN,NaN,25.1875,None
22:46.8,None,NaN,NaN,NaN,25.25,None
22:47.7,None,NaN,NaN,NaN,25.25,None
22:48.7,None,NaN,NaN,NaN,25.25,None
22:49.7,None,NaN,NaN,NaN,25.25,None
22:50.8,None,NaN,NaN,NaN,25.25,None
22:51.7,None,NaN,NaN,NaN,25.3125,None
22:52.7,None,NaN,NaN,NaN,25.25,None
22:53.7,None,NaN,NaN,NaN,25.3125,None
22:54.7,None,NaN,NaN,NaN,25.3125,None
22:55.7,None,NaN,NaN,NaN,25.3125,None
22:56.7,None,NaN,NaN,NaN,25.3125,None
22:57.7,None,NaN,NaN,NaN,25.25,None
22:58.6,None,NaN,NaN,NaN,25.25,None
22:59.7,None,NaN,NaN,NaN,25.25,None
23:00.7,None,NaN,NaN,NaN,25.25,None
23:01.7,None,NaN,NaN,NaN,25.3125,None
23:02.7,None,NaN,NaN,NaN,25.3125,None
23:03.7,None,NaN,NaN,NaN,25.3125,None
23:04.7,None,NaN,NaN,NaN,25.3125,None
23:05.7,None,NaN,NaN,NaN,25.25,None
23:06.7,None,NaN,NaN,NaN,25.3125,None
23:07.7,None,NaN,NaN,NaN,25.3125,None
23:08.8,None,NaN,NaN,NaN,25.25,None
23:09.7,None,NaN,NaN,NaN,25.25,None
23:10.7,None,NaN,NaN,NaN,25.3125,None
23:11.7,None,NaN,NaN,NaN,25.25,None
23:12.7,None,NaN,NaN,NaN,25.25,None
23:13.7,None,NaN,NaN,NaN,25.3125,None
23:14.7,None,NaN,NaN,NaN,25.3125,None
23:15.7,None,NaN,NaN,NaN,25.25,None
23:16.7,None,NaN,NaN,NaN,25.25,None
23:17.7,None,NaN,NaN,NaN,25.25,None
23:18.7,None,NaN,NaN,NaN,25.3125,None
23:19.7,None,NaN,NaN,NaN,25.25,None
23:20.8,None,NaN,NaN,NaN,25.25,None
23:21.7,None,NaN,NaN,NaN,25.3125,None
23:22.7,None,NaN,NaN,NaN,25.25,None
23:23.7,None,NaN,NaN,NaN,25.3125,None
23:24.7,None,NaN,NaN,NaN,25.3125,None
23:25.8,None,NaN,NaN,NaN,25.25,None
23:26.7,None,NaN,NaN,NaN,25.3125,None
23:27.7,None,NaN,NaN,NaN,25.3125,None
23:28.7,None,NaN,NaN,NaN,25.3125,None
23:29.8,None,NaN,NaN,NaN,25.3125,None
23:30.7,None,NaN,NaN,NaN,25.3125,None
23:31.7,None,NaN,NaN,NaN,25.3125,None
23:32.7,None,NaN,NaN,NaN,25.3125,None
23:33.7,None,NaN,NaN,NaN,25.3125,None
23:34.7,None,NaN,NaN,NaN,25.3125,None
23:35.7,None,NaN,NaN,NaN,25.3125,None
23:36.7,None,NaN,NaN,NaN,25.3125,None
23:37.7,None,NaN,NaN,NaN,25.3125,None
23:38.8,None,NaN,NaN,NaN,25.3125,None
23:39.7,None,NaN,NaN,NaN,25.3125,None
23:40.7,None,NaN,NaN,NaN,25.3125,None
23:41.7,None,NaN,NaN,NaN,25.3125,None
23:42.8,None,NaN,NaN,NaN,25.3125,None
23:43.7,None,NaN,NaN,NaN,25.3125,None
23:44.7,None,NaN,NaN,NaN,25.3125,None
23:45.7,None,NaN,NaN,NaN,25.3125,None
23:46.7,None,NaN,NaN,NaN,25.3125,None
23:47.7,None,NaN,NaN,NaN,25.3125,None
23:48.7,None,NaN,NaN,NaN,25.3125,None
23:49.7,None,NaN,NaN,NaN,25.3125,None
23:50.7,None,NaN,NaN,NaN,25.3125,None
23:51.8,None,NaN,NaN,NaN,25.3125,None
23:52.7,None,NaN,NaN,NaN,25.3125,None
23:53.7,None,NaN,NaN,NaN,25.3125,None
23:54.7,None,NaN,NaN,NaN,25.3125,None
23:55.8,None,NaN,NaN,NaN,25.3125,None
23:56.7,None,NaN,NaN,NaN,25.375,None
23:57.7,None,NaN,NaN,NaN,25.375,None
23:58.7,None,NaN,NaN,NaN,25.375,None
23:59.8,None,NaN,NaN,NaN,25.3125,None
24:00.7,None,NaN,NaN,NaN,25.3125,None
24:01.7,None,NaN,NaN,NaN,25.3125,None
24:02.7,None,NaN,NaN,NaN,25.3125,None
24:03.7,None,NaN,NaN,NaN,25.3125,None
24:04.8,None,NaN,NaN,NaN,25.3125,None
24:05.7,None,NaN,NaN,NaN,25.3125,None
24:06.7,None,NaN,NaN,NaN,25.375,None
24:07.7,None,NaN,NaN,NaN,25.3125,None
24:08.8,None,NaN,NaN,NaN,25.375,None
24:09.7,None,NaN,NaN,NaN,25.375,None
24:10.7,None,NaN,NaN,NaN,25.375,None
24:11.7,None,NaN,NaN,NaN,25.375,None
24:12.8,None,NaN,NaN,NaN,25.3125,None
24:13.7,None,NaN,NaN,NaN,25.375,None
24:14.7,None,NaN,NaN,NaN,25.3125,None
24:15.7,None,NaN,NaN,NaN,25.375,None
24:16.8,None,NaN,NaN,NaN,25.375,None
24:17.7,None,NaN,NaN,NaN,25.3125,None
24:18.7,None,NaN,NaN,NaN,25.375,None
24:19.8,None,NaN,NaN,NaN,25.375,None
24:20.7,None,NaN,NaN,NaN,25.375,None
24:21.8,None,NaN,NaN,NaN,25.375,None
24:22.7,None,NaN,NaN,NaN,25.375,None
24:23.7,None,NaN,NaN,NaN,25.375,None
24:24.7,None,NaN,NaN,NaN,25.375,None
24:25.8,None,NaN,NaN,NaN,25.375,None
24:26.7,None,NaN,NaN,NaN,25.375,None
24:27.7,None,NaN,NaN,NaN,25.375,None
24:28.7,None,NaN,NaN,NaN,25.375,None
24:29.8,None,NaN,NaN,NaN,25.375,None
24:30.7,None,NaN,NaN,NaN,25.375,None
24:31.7,None,NaN,NaN,NaN,25.375,None
24:32.7,None,NaN,NaN,NaN,25.375,None
24:33.8,None,NaN,NaN,NaN,25.3125,None
24:34.8,None,NaN,NaN,NaN,25.375,None
24:35.7,None,NaN,NaN,NaN,25.375,None
24:36.7,None,NaN,NaN,NaN,25.375,None
24:37.8,None,NaN,NaN,NaN,25.375,None
24:38.8,None,NaN,NaN,NaN,25.3125,None
24:39.7,None,NaN,NaN,NaN,25.375,None
24:40.7,None,NaN,NaN,NaN,25.375,None
24:41.7,None,NaN,NaN,NaN,25.375,None
24:42.8,None,NaN,NaN,NaN,25.375,None
24:43.7,None,NaN,NaN,NaN,25.375,None
24:44.7,None,NaN,NaN,NaN,25.375,None
24:45.7,None,NaN,NaN,NaN,25.375,None
24:46.8,None,NaN,NaN,NaN,25.3125,None
24:47.8,None,NaN,NaN,NaN,25.3125,None
24:48.7,None,NaN,NaN,NaN,25.375,None
24:49.7,None,NaN,NaN,NaN,25.375,None
24:50.8,None,NaN,NaN,NaN,25.375,None
24:51.8,None,NaN,NaN,NaN,25.375,None
24:52.7,None,NaN,NaN,NaN,25.375,None
24:53.7,None,NaN,NaN,NaN,25.375,None
24:54.8,None,NaN,NaN,NaN,25.375,None
24:55.8,None,NaN,NaN,NaN,25.4375,None
24:56.7,None,NaN,NaN,NaN,25.4375,None
24:57.7,None,NaN,NaN,NaN,25.375,None
24:58.7,None,NaN,NaN,NaN,25.375,None
24:59.8,None,NaN,NaN,NaN,25.4375,None
25:00.8,None,NaN,NaN,NaN,25.375,None
25:01.7,None,NaN,NaN,NaN,25.4375,None
25:02.7,None,NaN,NaN,NaN,25.375,None
25:03.7,None,NaN,NaN,NaN,25.4375,None
25:04.8,None,NaN,NaN,NaN,25.375,None
25:05.7,None,NaN,NaN,NaN,25.375,None
25:06.7,None,NaN,NaN,NaN,25.375,None
25:07.7,None,NaN,NaN,NaN,25.375,None
25:08.8,None,NaN,NaN,NaN,25.375,None
25:09.7,None,NaN,NaN,NaN,25.375,None
25:10.7,None,NaN,NaN,NaN,25.4375,None
25:11.7,None,NaN,NaN,NaN,25.4375,None
25:12.8,None,NaN,NaN,NaN,25.4375,None
25:13.7,None,NaN,NaN,NaN,25.4375,None
25:14.7,None,NaN,NaN,NaN,25.4375,None
25:15.7,None,NaN,NaN,NaN,25.4375,None
25:16.8,None,NaN,NaN,NaN,25.4375,None
25:17.8,None,NaN,NaN,NaN,25.4375,None
25:18.7,None,NaN,NaN,NaN,25.4375,None
25:19.7,None,NaN,NaN,NaN,25.4375,None
25:20.8,None,NaN,NaN,NaN,25.4375,None
25:21.8,None,NaN,NaN,NaN,25.375,None
25:22.7,None,NaN,NaN,NaN,25.4375,None
25:23.7,None,NaN,NaN,NaN,25.4375,None
25:24.8,None,NaN,NaN,NaN,25.4375,None
25:25.8,None,NaN,NaN,NaN,25.4375,None
25:26.7,None,NaN,NaN,NaN,25.375,None
25:27.7,None,NaN,NaN,NaN,25.375,None
25:28.7,None,NaN,NaN,NaN,25.4375,None
25:29.8,None,NaN,NaN,NaN,25.4375,None
25:30.8,None,NaN,NaN,NaN,25.4375,None
25:31.7,None,NaN,NaN,NaN,25.4375,None
25:32.7,None,NaN,NaN,NaN,25.4375,None
25:33.8,None,NaN,NaN,NaN,25.4375,None
25:34.8,None,NaN,NaN,NaN,25.4375,None
25:35.7,None,NaN,NaN,NaN,25.375,None
25:36.7,None,NaN,NaN,NaN,25.4375,None
25:37.8,None,NaN,NaN,NaN,25.4375,None
25:38.8,None,NaN,NaN,NaN,25.4375,None
25:39.7,None,NaN,NaN,NaN,25.4375,None
25:40.7,None,NaN,NaN,NaN,25.4375,None
25:41.7,None,NaN,NaN,NaN,25.375,None
25:42.8,None,NaN,NaN,NaN,25.4375,None
25:43.8,None,NaN,NaN,NaN,25.4375,None
25:44.7,None,NaN,NaN,NaN,25.4375,None
25:45.7,None,NaN,NaN,NaN,25.4375,None
25:46.8,None,NaN,NaN,NaN,25.375,None
25:47.8,None,NaN,NaN,NaN,25.4375,None
25:48.7,None,NaN,NaN,NaN,25.4375,None
25:49.7,None,NaN,NaN,NaN,25.4375,None
25:50.8,None,NaN,NaN,NaN,25.4375,None
25:51.8,None,NaN,NaN,NaN,25.4375,None
25:52.7,None,NaN,NaN,NaN,25.4375,None
25:53.7,None,NaN,NaN,NaN,25.4375,None
25:54.8,None,NaN,NaN,NaN,25.4375,None
25:55.8,None,NaN,NaN,NaN,25.4375,None
25:56.8,None,NaN,NaN,NaN,25.5,None
25:57.7,None,NaN,NaN,NaN,25.5,None
25:58.7,None,NaN,NaN,NaN,25.5,None
25:59.8,None,NaN,NaN,NaN,25.4375,None
26:00.8,None,NaN,NaN,NaN,25.4375,None
26:01.7,None,NaN,NaN,NaN,25.5,None
26:02.7,None,NaN,NaN,NaN,25.4375,None
26:03.8,None,NaN,NaN,NaN,25.4375,None
26:04.8,None,NaN,NaN,NaN,25.4375,None
26:05.7,None,NaN,NaN,NaN,25.5,None
26:06.7,None,NaN,NaN,NaN,25.4375,None
26:07.8,None,NaN,NaN,NaN,25.4375,None
26:08.8,None,NaN,NaN,NaN,25.5,None
26:09.8,None,NaN,NaN,NaN,25.4375,None
26:10.7,None,NaN,NaN,NaN,25.5,None
26:11.7,None,NaN,NaN,NaN,25.5,None
26:12.8,None,NaN,NaN,NaN,25.4375,None
26:13.8,None,NaN,NaN,NaN,25.4375,None
26:14.7,None,NaN,NaN,NaN,25.4375,None
26:15.7,None,NaN,NaN,NaN,25.4375,None
26:16.8,None,NaN,NaN,NaN,25.5,None
26:17.8,None,NaN,NaN,NaN,25.5,None
26:18.7,None,NaN,NaN,NaN,25.4375,None
26:19.7,None,NaN,NaN,NaN,25.5,None
26:20.8,None,NaN,NaN,NaN,25.5,None
26:21.8,None,NaN,NaN,NaN,25.5,None
26:22.7,None,NaN,NaN,NaN,25.5,None
26:23.7,None,NaN,NaN,NaN,25.5,None
26:24.8,None,NaN,NaN,NaN,25.4375,None
